"OTUID"	"AD1"	"AD4"	"AD5"	"AD6"	"AD7"	"AD8"	"AP2"	"AP3"	"AP4"	"AP5"	"AP6"	"AP7"	"CON1"	"CON3"	"CON4"	"CON5"	"CON6"	"CON8"	"Taxon"	"Confidence"
"09782ed04138ce2dfa093f0f435b204b"	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999738769
"09dd561731c0af24b96cc0ba6e57ec9b"	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Butyricicoccaceae; g__Butyricicoccus; s__uncultured_bacterium"	0.992243541
"0a25a8dcca0dcc62ce66d46bfddeda5a"	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	78	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999986389
"0a3f05ad4a67281b9b6560ac3076aa76"	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_vadinBB60_group; f__Clostridia_vadinBB60_group; g__Clostridia_vadinBB60_group; s__unidentified"	0.98120809
"0a9640c9475123ce8715a72ce95037ad"	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__uncultured"	0.783423039
"0b7aa89f029b63c62ebdbbe793c0c65f"	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.998572214
"0b89881c3eddfdba2a3e1f418496b200"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__UCG-010; g__UCG-010"	0.999927221
"0c8683fd3867df9e82c58f1c26e6a136"	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus"	0.992743476
"0d6662ad72a9d229df0cd39a5352cb6b"	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_vadinBB60_group; f__Clostridia_vadinBB60_group; g__Clostridia_vadinBB60_group; s__uncultured_bacterium"	0.799855751
"0d7dd2a18a632a2029783912f515a73b"	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_vadinBB60_group; f__Clostridia_vadinBB60_group; g__Clostridia_vadinBB60_group; s__uncultured_bacterium"	0.725991104
"0da03528d09c7777b72cdb2195beab99"	23	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999914041
"0da613e8d89cfcdeaa139caf8f2506f5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Butyricicoccaceae; g__UCG-009; s__uncultured_organism"	0.827130155
"0debac7bda0e8a1808ee18f1fa0fff95"	0	0	0	0	0	0	0	29	39	0	0	22	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Eubacterium]_xylanophilum_group; s__uncultured_bacterium"	0.89942912
"0eba0dfaf3894d0cb8ae783668b2816b"	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999878982
"0eebf22536faa70d10968eb4972b2736"	34	93	29	22	19	17	21	14	0	0	0	13	0	13	0	11	0	0	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Sutterellaceae; g__Parasutterella"	0.999999999
"0f3d5ab93a1bdff74c4c3fbe0ad3206b"	97	60	60	0	0	8	0	0	0	0	0	51	52	11	0	12	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-006; s__uncultured_bacterium"	0.94158552
"0fdcb15125926008f79a128031b3448b"	0	0	0	7	27	0	0	20	0	19	0	0	0	0	25	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae"	0.999868042
"1099950f329f9b0cc24b900fcc0a0d89"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.99998193
"10cffeae66880b9c81b6248f39f17562"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Colidextribacter"	0.811579623
"112adc0ffa68eed2345db733879b40e0"	0	183	0	0	0	0	0	0	18	0	0	0	7	0	7	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999957459
"114d2848dc929d1a26b8bfa252235155"	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus"	0.99999313
"1183cea45066e2b1d63ee62f59a4d069"	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group"	0.841271932
"1194d18ebb458c31461a27b976959000"	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Bacilli; o__RF39; f__RF39; g__RF39; s__unidentified"	0.803746094
"11ea8da3179e422f7c55632508ff7ef5"	41	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae"	0.999769024
"11f677d62a3ec0969a65966eb7050c7f"	381	0	0	13	44	0	0	0	0	0	0	0	94	8	11	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999994286
"123e8afb142134d5ba98230fad9af166"	0	0	0	0	6	0	0	33	0	62	0	25	9	0	0	0	18	39	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Marvinbryantia; s__uncultured_bacterium"	0.858283535
"12f86a506e45fc587b5b643030d5b629"	0	0	0	0	16	0	0	11	0	0	0	7	0	9	26	16	0	12	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium"	0.971046866
"1427410368a7fecb6d56d735437d5ba1"	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.99998777
"143d26e50f457d01671a14213d117218"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae"	0.938068267
"1499e5ab221fb759ce2d3763ac56b759"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group; s__Clostridiales_bacterium"	0.914879685
"14bbdef7888394af48a13ea2bd927db7"	0	0	0	0	0	0	0	10	0	0	0	22	8	0	0	5	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__uncultured; s__[Clostridium]_leptum"	0.843723973
"151e42d762610156c1ecec31f8acfa87"	0	0	0	0	5	3	0	0	0	9	0	0	0	0	5	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__UCG-010; g__UCG-010; s__uncultured_organism"	0.870499393
"15a00c122a16115d832cab88e5a4a918"	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_vadinBB60_group; f__Clostridia_vadinBB60_group; g__Clostridia_vadinBB60_group; s__uncultured_bacterium"	0.879481253
"15f9cc80e07dea12aa7f52aaa52a749e"	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Bacilli"	0.999901784
"160efa2a41c4cec475f79506e42374ca"	0	0	201	402	194	215	275	274	197	130	187	257	110	349	114	99	142	157	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium"	0.919293762
"169426fb63cf4456256ca973996ac586"	0	0	0	0	9	0	0	0	0	0	0	18	0	0	0	5	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999941672
"16c6f384c3a28228f7b68b1154c7feec"	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999829288
"16cd2aac20c25e86ac42480fb9d61b14"	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_vadinBB60_group; f__Clostridia_vadinBB60_group; g__Clostridia_vadinBB60_group; s__unidentified"	0.72058496
"16d389a6f02ef11e7016e1aadc83f261"	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014"	0.999999958
"17ab34201671f799caffcc3d27b70a2c"	111	0	29	0	0	9	0	0	0	0	0	18	14	0	20	18	0	11	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999975059
"183fe7e529396a44d1650b3b478d7314"	9	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999859053
"18884cbc0f457899b5467702b80f29b2"	0	0	0	0	0	11	16	0	0	0	0	15	0	15	0	28	10	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014"	0.999998626
"1996e1aa486e155bae39e6865a49c191"	85	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae"	0.994332888
"19d1ac8febd7ed7dcecb8d12eb4954c1"	0	0	0	32	0	0	0	0	108	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group"	0.832600128
"1a1f4973124dc9816375efc812ac2a21"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae"	0.999982743
"1a4aa7c6e548084c519369e2661255c6"	84	55	26	27	66	0	0	0	44	0	0	0	0	44	0	0	0	88	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus"	0.999982484
"1a54657afd268b0d7e1d5893d79ad619"	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__uncultured; s__uncultured_bacterium"	0.762979901
"1ac26d21ffae184b4aa30672114cac5f"	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group"	0.884301895
"1b1866acfc4e964443f0a1ab12a7216d"	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptococcales; f__Peptococcaceae; g__uncultured; s__uncultured_bacterium"	0.991694089
"1b1d113910d331f5ff136ff118ae0258"	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__uncultured"	0.8824396
"1b51626e808a16839964bc946cea6daf"	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium"	0.738482703
"1bcc8306e8924428b96b4731de22e4cc"	55	8	0	0	0	0	0	0	0	5	0	4	5	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Negativibacillus; s__unidentified"	0.905442186
"1be897ba1ae9fde0a82ba4d0c71f159b"	0	0	0	0	0	0	0	0	29	0	0	0	157	23	17	84	0	30	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group"	0.70881674
"1befc77b7e0b0f10dcc5881704e9db92"	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999989995
"1c6bc1a18afda1dc4316e54d7cecab99"	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group; s__Lachnospiraceae_bacterium"	0.794065292
"1c92e8da0f4c5f73d3b4fa51588725d7"	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium"	0.817634146
"1d279a1860327ae774e3796a6bb14a9b"	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	32	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Eubacterium]_xylanophilum_group; s__uncultured_bacterium"	0.930165682
"1d38c507dc4df6a761f9eb7fd995f157"	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus"	0.997957475
"1d42257239e8407396cd155b16ad2a3f"	0	0	0	0	0	9	0	6	18	0	0	0	0	0	0	23	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014"	0.999999461
"1dcd69ae1c723546e7f87854061452f6"	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group"	0.898357199
"1dd262d9d575ef6578f11013578935a3"	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Colidextribacter"	0.81339186
"1e088f9138870333c0385bb506f3f8b0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014"	0.999999404
"1e1143b781d6fb2c3c607275ab84f2f7"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus"	0.998414895
"1e4a25e88c4c547b41d40a6f630c3896"	159	61	0	21	0	0	0	0	0	0	0	44	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999997492
"1e7899bf6421f1f36b3a84fdfe5e1bfe"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae"	0.999988521
"1ef8eb325e4c5613e7c5d580951f6217"	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014"	0.999999879
"1f001c2c28e0efe142b711ae98db6335"	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__ASF356; s__uncultured_bacterium"	0.904141267
"1f200ef50380f90d7630860660aa1a2f"	6	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelotrichaceae; s__uncultured_bacterium"	0.999982539
"1f78872e14ef66392dbb931869c134ad"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium"	0.999998111
"1f7fe50110d76705b612812e25966029"	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999974364
"20f78d29e3b8a9354bd440d0d1316e34"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Lactobacillus_vaginalis"	0.745981609
"2173688f3c2254db2cf905a6c350bf79"	31	0	0	0	17	0	0	0	24	0	0	0	42	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Oscillibacter; s__uncultured_bacterium"	0.739672607
"21a1e0c27c5db9fe1d5d9cc3a7a044ea"	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__[Eubacterium]_nodatum_group"	0.990873741
"22b84641981d2389b1938b0e5dbdad21"	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Erysipelatoclostridium; s__[Clostridium]_cocleatum"	0.799427851
"23389a84b5739cc81c733bc0db2d22a7"	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.999966344
"2338e16dcfef0e1b5cb27da81fe59664"	417	392	992	117	126	299	648	433	669	509	675	198	0	0	226	367	241	102	"d__Bacteria; p__Firmicutes; c__Bacilli"	1
"24c4fc8d92f312082431066119d04204"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_vadinBB60_group; f__Clostridia_vadinBB60_group; g__Clostridia_vadinBB60_group; s__uncultured_bacterium"	0.927415373
"24dc8767676a9e8ba6de699f80d24e7a"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__uncultured_bacterium"	0.720128948
"25362e54b2396a81f9e113419dd98905"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014"	0.999999463
